InstrumentID,UpdateTime,LastPrice,Volume,BidPrice1,BidVolume1,AskPrice1,AskVolume1,OpenInterest,Turnover
al1806,17:34:48.0,14310,44998,14310,5,14315,51,145580,3224.14
al1806,17:34:50.0,14310,45008,14305,40,14315,51,145580,3224.85
al1806,17:34:51.500,14310,45008,14305,40,14310,4,145580,3224.85
al1806,17:34:52.500,14310,45008,14305,40,14310,4,145580,3224.85
al1806,17:34:53.500,14310,45008,14305,41,14310,5,145580,3224.85
